,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 10",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000460553,35,300033,01:23.5,6543,3,3,3,2.75E-07,995006.25,∞,,995006.25,[[0.250000000028045;0.25;0]],0,16,35,[100;100;100],1974936762,32,0.000429661,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000978555,35,300033,01:55.9,6543,3,3,3,2.33E-10,995006.25,∞,,995006.25,[[0.250000000000001;0.25;0]],0,16,35,[100;100;100],1845489518,32,0.000854976,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000538998,35,300033,01:29.5,6543,3,3,3,0,995006.25,∞,,995006.25,[[0.25;0.25;0]],0,16,35,[100;100;100],851179111,32,3.95E-05,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001729596,35,300033,02:49.8,6543,3,3,3,5.43E-07,995006.25,1.02E-06,,995006.25,[[0.250008399637312;0.250000000054441;0][0.250000000000007;0.250000159257866;0][0.250008215366687;0.25000000360433;0][...]],9.04E-07,16,35,[100;100;100],658805820,32,0.001113558,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001890857,35,300033,02:48.2,6543,3,3,3,2.22E-08,995006.25,4.99E-08,,995006.25,[[0.250000000002375;0.25;0][0.250000000002301;0.250000276925825;0][0.250000000002287;0.250000331168738;0][...]],5.96E-08,16,35,[100;100;100],1855996706,32,0.001346869,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000442382,35,300033,01:32.2,6543,3,3,3,2.60E-06,995006.25,2.33E-09,,995006.25,[[0.25;0.250000000270788;0][0.250000008184442;0.250000000265144;0][0.250000015858331;0.250000000262547;0][...]],4.26E-10,16,35,[100;100;100],1461191270,32,0.000536303,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002811473,35,300033,02:54.2,6543,3,3,3,2.85E-08,995006.25,1.01E-13,,995006.25,[[0.250000000002871;0.25;0][0.25000000000287;0.25000000000035;0][0.25000000000287;0.250000000000137;0][...]],4.03E-14,16,35,[100;100;100],355540265,32,6.57E-06,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.00020627,35,300033,01:22.9,6543,3,3,3,2.12E-08,995006.25,0.000409474,,995006.25,[[0.250024797956389;0.250000001745872;0][0.250023979987975;0.25000004722386;0][0.250021618627012;0.250000073297076;0][...]],9.81E-05,16,35,[100;100;100],1627123472,32,5.62E-05,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.004480645,35,300033,02:19.9,6543,3,3,3,2.54E-07,995006.25,2.18E-10,,995006.25,[[0.25;0.250000000032499;0][0.250000002087612;0.250000000026294;0][0.250000002037812;0.250000000026442;0][...]],4.07E-10,16,35,[100;100;100],1997720636,32,0.002146303,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002185042,35,300033,01:22.2,6543,3,3,3,3.37E-06,995006.25,1.12E-07,,995006.25,[[0.250000000151044;0.250000000373791;0][0.250000619827782;0.250000000350479;0][0.250000919911589;0.250000000339188;0][...]],7.82E-08,16,35,[100;100;100],60117840,32,0.001587909,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001737062,35,300033,01:33.4,6543,3,3,3,2.56E-09,995006.25,1.10E-13,,995006.25,[[0.25;0.250000000000285;0][0.250000000000744;0.250000000000237;0][0.25000000000067;0.250000000000242;0][...]],9.08E-14,16,35,[100;100;100],1297233479,32,0.000941197,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 21",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001485205,35,300033,01:23.1,6543,3,3,3,0,995006.25,9.75E-15,,995006.25,[[0.250000000000038;0.25;0][0.250000000000024;0.250000000000037;0][0.250000000000027;0.250000000000029;0][...]],4.74E-15,16,35,[100;100;100],1012865543,32,4.08E-05,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 22",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,3.75E+306,35,300033,01:49.4,6543,3,3,3,2.33E-10,995006.25,∞,,995006.25,[[0.250000000037574;0.250000000000068;0]],0,16,35,[100;100;100],912456676,32,0.008419767,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 23",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.003322549,35,300033,02:28.1,6543,3,3,3,4.66E-10,995006.25,9.22E-09,,995006.25,[[0.25;0.25000000000003;0][0.250000013410891;0.250000000000029;0][0.250000033315208;0.250000000000028;0][...]],1.52E-09,16,35,[100;100;100],429805476,32,0.000233346,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 24",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001843684,35,300033,02:01.0,6543,3,3,3,2.33E-10,995006.25,∞,,995006.25,[[0.25;0.25;0]],0,16,35,[100;100;100],1470049725,32,0.001737377,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 25",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000686942,35,300033,01:23.7,6543,3,3,3,4.66E-10,995006.25,6.27E-08,,995006.25,[[0.25;0.250000000000051;0][0.250000190412565;0.25000000000005;0][0.250000083815669;0.25000000000005;0][...]],2.61E-08,16,35,[100;100;100],467312087,32,0.000260926,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 26",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,1.19E-06,35,300033,01:36.3,6543,3,3,3,8.73E-09,995006.25,5.91E-11,,995006.25,[[0.250000000001267;0.250000000000865;0][0.2500000003907;0.250000000000856;0][0.250000000415719;0.250000000000856;0][...]],2.42E-11,16,35,[100;100;100],1476440229,32,7.33E-07,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 27",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002289264,35,300033,01:27.7,6543,3,3,3,2.19E-05,995006.25,4.47E-10,,995006.25,[[0.250000003281441;0.250000000000004;0][0.250000002431995;0.250000002455783;0][0.250000002752816;0.250000001528276;0][...]],3.12E-10,16,35,[100;100;100],1067700819,32,0.000366738,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 28",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001567039,35,300033,01:35.5,6543,3,3,3,3.42E-08,995006.25,6.61E-10,,995006.25,[[0.25;0.25000000000354;0][0.250000004862108;0.250000000003397;0][0.250000003627368;0.250000000003433;0][...]],3.29E-10,16,35,[100;100;100],577527713,32,0.000787483,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 29",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.004048357,35,300033,01:39.6,6543,3,3,3,1.15E-08,995006.25,7.98E-13,,995006.25,[[0.250000000000105;0.250000000001401;0][0.250000000002311;0.250000000001401;0][0.250000000000984;0.250000000001401;0][...]],5.01E-13,16,35,[100;100;100],1473517765,32,4.42E-07,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 30",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002163153,35,300033,01:20.4,6543,3,3,3,0,995006.25,∞,,995006.25,[[0.250000000001238;0.25;0]],0,16,35,[100;100;100],733381724,32,0.001079074,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 31",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.00213549,35,300033,04:14.8,6543,3,3,3,0,995006.25,∞,,995006.25,[[0.250000000038473;0.25;0]],0,16,35,[100;100;100],1006296395,32,1.44E-05,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 32",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001691232,35,300033,01:53.8,6543,3,3,3,2.33E-10,995006.25,∞,,995006.25,[[0.25;0.25;0]],0,16,35,[100;100;100],1364017302,32,7.14E-06,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 33",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000340732,35,300033,02:49.6,6543,3,3,3,0.000346946,995006.25,2.25E-06,,995006.2497,[[0.250009987494674;0.250000000000519;0][0.250000139391631;0.25000000020728;0][0.250004389641614;0.25000000000052;0][...]],9.24E-07,16,35,[100;100;100],1118160754,32,0.000219255,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 34",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,7.50E-05,35,300033,01:59.1,6543,3,3,3,3.71E-07,995006.25,3.99E-12,,995006.25,[[0.250000000069989;0.250000000000031;0][0.250000000050307;0.250000000000279;0][0.250000000043696;0.250000000000362;0][...]],1.95E-12,16,35,[100;100;100],207712482,32,9.14E-06,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 35",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000734911,35,300033,02:57.1,6543,3,3,3,4.66E-10,995006.25,1.27E-08,,995006.25,[[0.25;0.250000000000005;0][0.250000015618195;0.250000000000004;0][0.250000010729267;0.250000000000005;0][...]],7.36E-09,16,35,[100;100;100],1538316880,32,9.51E-08,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 36",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.00120917,35,300033,01:55.0,6543,3,3,3,3.62E-08,995006.25,∞,,995006.25,[[0.25000000000373;0.25;0]],0,16,35,[100;100;100],634336664,32,1.02E-15,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 37",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,1.72E-10,35,300033,01:58.4,6543,3,3,3,6.46E-07,995006.25,∞,,995006.25,[[0.250000000066259;0.25;0]],0,16,35,[100;100;100],443090572,32,9.93E-16,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 38",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002699708,35,300033,02:01.0,6543,3,3,3,1.16E-10,995006.25,1.44E-07,,995006.25,[[0.250001289100445;0.25;0][0.250000000000001;0.250000000003695;0][0.250000674139572;0.250000000001762;0][...]],9.86E-08,16,35,[100;100;100],548941639,32,5.69E-08,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 39",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000124803,35,300033,01:57.7,6543,3,3,3,1.25E-05,995006.25,4.44E-07,,995006.25,[[0.250001160871619;0.250000001256102;0][0.250002012700161;0.250000001255898;0][0.250000000000198;0.25000006641422;0][...]],2.65E-07,16,35,[100;100;100],521081098,32,4.12E-05,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 40",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.003117644,35,300033,01:58.8,6543,3,3,3,6.52E-09,995006.25,2.58E-13,,995006.25,[[0.250000000000647;0.250000000000066;0][0.250000000001841;0.250000000000062;0][0.250000000001331;0.250000000000064;0][...]],1.44E-13,16,35,[100;100;100],133656621,32,0.000425015,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 41",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002331562,35,300033,01:54.8,6543,3,3,3,3.49E-10,995006.25,0.001031265,,995006.25,[[0.250665405806427;0.250000000000012;0][0.255733827780754;0.250000000000001;0][0.250000000000082;0.250000000021106;0][...]],0.000967318,16,35,[100;100;100],1617110903,32,0.001263614,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 42",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.003073248,35,300033,01:17.7,6543,3,3,3,1.34E-06,995006.25,0.00051334,,995006.25,[[0.254383040767107;0.250000000134409;0][0.250000000000004;0.250000001319881;0][0.250000026307941;0.250000001285327;0][...]],0.000433868,16,35,[100;100;100],307420248,32,0.000122255,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 43",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000422305,35,300033,01:19.1,6543,3,3,3,4.25E-05,995006.25,2.30E-09,,995006.25,[[0.250000005143086;0.250000000012228;0][0.250000004308298;0.250000018526138;0][0.250000004813993;0.250000007310856;0][...]],1.70E-09,16,35,[100;100;100],98550268,32,0.000479361,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 44",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,1.62E-14,35,300033,01:17.2,6543,3,3,3,2.93E-08,995006.25,5.86E-14,,995006.25,[[0.250000000002999;0.250000000000003;0][0.250000000002959;0.250000000000463;0][0.250000000002963;0.250000000000413;0][...]],4.99E-14,16,35,[100;100;100],2074517418,32,3.14E-14,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 45",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001602599,35,300033,01:21.5,6543,3,3,3,5.63E-07,995006.25,4.30E-12,,995006.25,[[0.250000000131966;0.250000000000297;0][0.250000000097241;0.250000000006871;0][0.250000000095036;0.250000000007288;0][...]],8.48E-12,16,35,[100;100;100],1118627353,32,0.000789353,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 46",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0,35,300033,01:23.6,6543,3,3,3,2.33E-10,995006.25,∞,,995006.25,[[0.250000000000014;0.25;0]],0,16,35,[100;100;100],439156548,32,0,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 47",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.000852484,35,300033,01:19.6,6543,3,3,3,0,995006.25,0.000131701,,995006.25,[[0.25106938045948;0.25000000000004;0][0.250784658060142;0.250000000004889;0][0.250409133606306;0.250000000025594;0][...]],7.01E-05,16,35,[100;100;100],953798810,32,0.000729405,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 48",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001901904,35,300033,01:33.7,6543,3,3,3,2.20E-06,995006.25,1.16E-09,,995006.25,[[0.250000000255336;0.25;0][0.25000000022657;0.250000009720143;0][0.250000000220835;0.250000011658254;0][...]],1.74E-09,16,35,[100;100;100],557488963,32,0.001479224,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 49",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.002257076,35,300033,01:18.0,6543,3,3,3,1.51E-09,995006.25,2.35E-08,,995006.25,[[0.250000000000003;0.250000000000138;0][0.250000155483684;0.250000000000132;0][0.250000063046823;0.250000000000136;0][...]],1.04E-08,16,35,[100;100;100],1820698132,32,0.001589702,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 50",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",,0.001651365,35,300033,01:44.4,6543,3,3,3,2.33E-10,995006.25,1.71E-10,,995006.25,[[0.250000000000015;0.250000000106036;0][0.250000000164079;0.250000000000006;0][0.250000000120674;0.250000000028057;0][...]],1.75E-11,16,35,[100;100;100],1604489344,32,0.000112097,DTLZ8
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 1",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.584914221,40,300025,04:57.3,9581,1,8,7,11.88438103,1003.885854,0.735532751,0.121651066,992.0014732,[[0;0.89612579963204;4.76931608856872][0.800667827139515;0.928019703129169;3.3014088580184][0.902681181008338;0.0479092663326026;4.79447169115295][...]],0.13289675,6,40,[11;11;11],1934848518,12,0.252692627,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 2",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.607113502,40,300025,07:28.3,9581,1,8,7,14.00509167,1003.885854,0.902435639,0.172213834,989.8807626,[[0.980512718643188;0;5.63444186661368][0;0;6.01488946279905][0.859707260850381;0.859322677872429;2.62765853523535][...]],0.176145773,6,40,[11;11;11],1215573976,12,0.244383668,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.655177465,40,300025,03:47.9,9581,1,8,7,10.93215225,1003.885854,0.687670283,0.116714216,992.953702,[[0;0.775887224772958;4.91755081110892][0;0;6.01594548538481][0.8551239406693;0.858829069250421;2.63068502435497][...]],0.172801232,6,40,[11;11;11],1571078506,12,0.347378846,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.426889352,40,300025,05:32.2,9581,1,8,7,6.915996197,1003.885854,0.950762583,0.098731624,996.9698581,[[0;0.833702279474014;5.28747520287129][0.859068142485991;0.863695214216476;2.62037089517733][0;0;6.0056317897593][...]],0.196004282,6,40,[11;11;11],1315365892,12,0.211696055,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.517082937,40,300025,03:50.1,9581,1,8,7,10.19941159,1003.885854,1.335410646,0.136254783,993.6864427,[[0.958939294245813;0;5.4105601251243][0;1;5.36333005751728][0;0;6.00948367649964][0.857622648222808;0.860680119319842;2.62368100849309][...]],0.193988052,6,40,[11;11;11],613305895,12,0.244902696,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.571521108,40,300025,04:02.7,9581,1,8,7,8.283507543,1003.885854,0.87557358,0.129327737,995.6023467,[[0.10895590405913;0.923240175970576;5.54749084004288][0.867938240126794;0.688262128328423;3.66523811881227][...]],0.201759056,6,40,[11;11;11],55933546,12,0.270336464,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.633464689,40,300025,06:27.5,9581,1,8,7,8.012430974,1003.885854,0.891578671,0.16975352,995.8734233,[[0;1;5.20405764893779][0;0;6.02064704513893][0.862015586004978;0.860485296890549;2.63456252889126][0.862015586004978;0;4.32751191134008][...]],0.18435713,6,40,[11;11;11],1191872660,12,0.266874973,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.556627175,40,300025,03:55.7,9581,1,8,7,10.87379222,1003.885854,1.205246127,0.122931356,993.0120621,[[0;0.830363994590491;5.24317917978609][0.878470423641375;0;4.58490640003949][0;0.902353545285072;4.65025924112413][...]],0.2577111,6,40,[11;11;11],1753222033,12,0.315736774,DTLZ7
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=300, NonDominatedElites=1}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.582482281,40,300025,07:33.9,9581,1,8,7,13.36135888,1003.885854,0.795312995,0.127962326,990.5244954,[[0;0.785727547560702;4.88603792423771][1;0.150350769164489;5.07865251479147][0.856391615809737;0.857803697423928;2.62711637724497][...]],0.209338941,6,40,[11;11;11],300380364,12,0.256333998,DTLZ7
